Filename,heightWithWidth,squarePercent,Hsyn,Wsyn,syn,matchVar,blurNumber,isClear
#lulongfei_R_&INN_@36_EYESQUARE2_13.bmp,1.5,0.738636364,0.033333333,0.05,0.083333333,52.86153846,49,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391213631_2592x1944.bmp,1.875,0.854166667,0.190909091,0.0625,0.253409091,52.83636364,37,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391265688_2592x1944.bmp,1.666666667,0.775,0.233333333,0.055555556,0.288888889,52.82142857,17,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391276849_2592x1944.bmp,1.666666667,0.78125,0.066666667,0.055555556,0.122222222,52.81034483,25,1
#hulianquan_R_&INN_@34_EYESQUARE2_70.bmp,1.666666667,0.775,0.033333333,0.055555556,0.088888889,52.81034483,13,1
#Test_L_&INN_@30_PHONE_TYPE_1325376239385_2592x1944.bmp,6.333333333,0.875,0.052631579,0.166666667,0.219298246,52.80769231,29,-1
4_#Test_$_&INN_@30_PHONE_TYPE_1325376239385_2592x1944.bmp,6.333333333,0.875,0.052631579,0.166666667,0.219298246,52.80769231,29,-1
#zhaiboyang_L_&INN_@36_EYESQUARE2_69.bmp,1.666666667,0.7875,0.242857143,0.111111111,0.353968254,52.79032258,12,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_61.bmp,1.666666667,0.775,0.218518519,0.055555556,0.274074074,52.79032258,8,1
#Test_R_&INN_@30_PHONE_TYPE_1325376276631_2592x1944.bmp,1.083333333,0.71978022,0.153846154,0.291666667,0.445512821,52.78688525,36,-1
228_#Test_$_&INN_@30_PHONE_TYPE_1325376276631_2592x1944.bmp,1.083333333,0.71978022,0.153846154,0.291666667,0.445512821,52.78688525,36,-1
#yubin_R_&INN_@30_EYESQUARE2_17.bmp,1,0.810650888,0.041666667,0.041666667,0.083333333,52.78571429,124,1
#Test_R_&INN_@30_PHONE_TYPE_1325376315292_2592x1944.bmp,2,0.77124183,0,0.125,0.125,52.78571429,57,-1
394_#Test_$_&INN_@30_PHONE_TYPE_1325376315292_2592x1944.bmp,2,0.77124183,0,0.125,0.125,52.78571429,57,-1
#zhaiboyang_L_&INN_@36_EYESQUARE2_88.bmp,1.666666667,0.78125,0.161904762,0.111111111,0.273015873,52.77419355,-6,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400751985_2592x1944.bmp,1.5,0.732954545,0.106666667,0.05,0.156666667,52.76666667,75,1
#lulongfei_R_&INN_@36_EYESQUARE2_8.bmp,1.6,0.673796791,0.03125,0,0.03125,52.74626866,52,1
#hulianquan_R_&INN_@34_EYESQUARE2_43.bmp,1.666666667,0.7875,0,0.055555556,0.055555556,52.74137931,81,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_82.bmp,1.666666667,0.775,0.166666667,0.055555556,0.222222222,52.72580645,47,1
#hulianquan_R_&INN_@48_PHONE_TYPE_1325398297314_2592x1944.bmp,1.6,0.657754011,0,0,0,52.72580645,34,1
#hulianquan_R_&INN_@48_PHONE_TYPE_1325398299252_2592x1944.bmp,1.6,0.668449198,0.03125,0,0.03125,52.72580645,34,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_60.bmp,1.5,0.710227273,0.033333333,0.1,0.133333333,52.72580645,1,1
#hulianquan_L_&INN_@52_PHONE_TYPE_1325398355250_2592x1944.bmp,1.555555556,0.866666667,0,0,0,52.72222222,20,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_83.bmp,1.875,0.861111111,0.309090909,0.125,0.434090909,52.70689655,48,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391212604_2592x1944.bmp,1.5,0.710227273,0,0,0,52.70689655,24,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391246142_2592x1944.bmp,1.5,0.715909091,0,0,0,52.69491525,29,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_51.bmp,1.666666667,0.78125,0.276190476,0.111111111,0.387301587,52.69354839,12,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_90.bmp,1.666666667,0.76875,0.225,0.111111111,0.336111111,52.69354839,-1,1
#yubin_R_&INN_@38_EYESQUARE2_64.bmp,1.666666667,0.7875,0,0.055555556,0.055555556,52.67241379,58,1
#lulongfei_R_&INN_@38_EYESQUARE2_21.bmp,1.666666667,0.78125,0.1,0.055555556,0.155555556,52.67241379,39,1
#zhaiboyang_R_&INN_@30_EYESQUARE2_19.bmp,1.181818182,0.797619048,0.090909091,0.115384615,0.206293706,52.64285714,94,1
#hulianquan_R_&INN_@48_PHONE_TYPE_1325398295258_2592x1944.bmp,1.666666667,0.76875,0,0.055555556,0.055555556,52.64285714,33,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400759700_2592x1944.bmp,1.5,0.727272727,0.033333333,0.1,0.133333333,52.63793103,77,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_55.bmp,1.875,0.854166667,0.309090909,0.125,0.434090909,52.63793103,14,1
#hulianquan_R_&INN_@34_EYESQUARE2_59.bmp,1.666666667,0.775,0.066666667,0.055555556,0.122222222,52.63333333,69,1
#lulongfei_R_&INN_@38_EYESQUARE2_63.bmp,1.666666667,0.7875,0.066666667,0,0.066666667,52.63333333,26,1
736_#test_20170512_145736154.jpg,1.75,0.933333333,0.142857143,0.0625,0.205357143,52.61538462,27,-1
#zhaiboyang_R_&INN_@30_EYESQUARE2_24.bmp,1.181818182,0.791666667,0.090909091,0.076923077,0.167832168,52.60714286,103,1
#hulianquan_R_&INN_@34_EYESQUARE2_45.bmp,1.875,0.854166667,0.18,0.125,0.305,52.60714286,67,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391212274_2592x1944.bmp,1.666666667,0.76875,0,0,0,52.60714286,27,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_59.bmp,1.666666667,0.78125,0.133333333,0.166666667,0.3,52.59677419,13,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_38.bmp,1.666666667,0.78125,0.276190476,0.055555556,0.331746032,52.59677419,2,1
577_#test_20170512_145600394.jpg,1.75,0.933333333,0.035714286,0,0.035714286,52.57692308,32,-1
#zhaiboyang_L_&INN_@36_EYESQUARE2_22.bmp,1.666666667,0.7625,0.225,0.055555556,0.280555556,52.56666667,-12,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_63.bmp,1.666666667,0.76875,0.266666667,0.111111111,0.377777778,52.56451613,15,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_71.bmp,1.666666667,0.78125,0,0.055555556,0.055555556,52.54098361,15,1
#yubin_R_&INN_@38_EYESQUARE2_56.bmp,1.666666667,0.76875,0.033333333,0.055555556,0.088888889,52.53571429,50,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_81.bmp,1.875,0.847222222,0.3,0,0.3,52.53448276,52,1
#yubin_R_&INN_@36_EYESQUARE2_38.bmp,2,0.784313725,0.147727273,0.1875,0.335227273,52.53333333,100,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_47.bmp,1.666666667,0.7625,0.281481481,0.055555556,0.337037037,52.53333333,10,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391214471_2592x1944.bmp,1.6,0.657754011,0,0,0,52.52459016,31,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400765563_2592x1944.bmp,1.363636364,0.677083333,0.033333333,0.045454545,0.078787879,52.5,72,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_62.bmp,1.666666667,0.76875,0.233333333,0.055555556,0.288888889,52.5,12,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_26.bmp,1.666666667,0.7625,0.161904762,0.055555556,0.217460317,52.5,0,1
#yubin_R_&INN_@44_PHONE_TYPE_1325385183892_2592x1944.bmp,2,0.777777778,0.425,0.25,0.675,52.49180328,17,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391269603_2592x1944.bmp,1.666666667,0.78125,0.196296296,0.166666667,0.362962963,52.49122807,32,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_27.bmp,1.666666667,0.76875,0,0.111111111,0.111111111,52.46666667,3,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_36.bmp,1.666666667,0.76875,0,0.111111111,0.111111111,52.46666667,0,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_23.bmp,1.666666667,0.775,0.113333333,0.055555556,0.168888889,52.43548387,11,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_35.bmp,1.777777778,0.711764706,0.03125,0.111111111,0.142361111,52.43548387,0,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400756981_2592x1944.bmp,1.5,0.721590909,0.133333333,0.05,0.183333333,52.43103448,82,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391243431_2592x1944.bmp,1.666666667,0.7875,0.183333333,0.055555556,0.238888889,52.43103448,30,1
#hulianquan_R_&INN_@52_PHONE_TYPE_1325398347947_2592x1944.bmp,2.428571429,0.75,0.029411765,0,0.029411765,52.42857143,28,-1
#zhaiboyang_L_&INN_@36_EYESQUARE2_43.bmp,1.666666667,0.76875,0.3,0.055555556,0.355555556,52.40322581,31,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_18.bmp,1.666666667,0.76875,0.3,0.111111111,0.411111111,52.37096774,-3,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_4.bmp,1.666666667,0.76875,0.033333333,0.111111111,0.144444444,52.36666667,52,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_44.bmp,1.666666667,0.7625,0,0.055555556,0.055555556,52.36666667,0,1
#hulianquan_R_&INN_@42_PHONE_TYPE_1325398130976_2592x1944.bmp,1.7,0.590909091,0.058823529,0.1,0.158823529,52.36619718,42,1
#zhaiboyang_L_&INN_@30_EYESQUARE2_21.bmp,1.272727273,0.738888889,0.045454545,0,0.045454545,52.36206897,141,1
#lulongfei_R_&INN_@38_EYESQUARE2_18.bmp,1.666666667,0.78125,0,0.055555556,0.055555556,52.36206897,43,1
#yubin_R_&INN_@30_EYESQUARE2_10.bmp,1.4,0.8,0.05,0.107142857,0.157142857,52.35714286,111,1
#hulianquan_R_&INN_@34_EYESQUARE2_66.bmp,1.666666667,0.775,0.185185185,0.055555556,0.240740741,52.3559322,15,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391272934_2592x1944.bmp,1.666666667,0.78125,0.191666667,0.055555556,0.247222222,52.33333333,17,1
#hulianquan_R_&INN_@34_EYESQUARE2_64.bmp,1.666666667,0.76875,0.088888889,0.055555556,0.144444444,52.33333333,10,1
#lulongfei_R_&INN_@38_EYESQUARE2_17.bmp,1.666666667,0.775,0.033333333,0.055555556,0.088888889,52.32758621,58,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391265541_2592x1944.bmp,1.666666667,0.7875,0.15,0.055555556,0.205555556,52.32758621,16,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391236817_2592x1944.bmp,1.666666667,0.7625,0.033333333,0.055555556,0.088888889,52.32142857,30,1
591_#test_20170512_145601338.jpg,4.75,0.75,0.236842105,0.125,0.361842105,52.31481481,62,-1
#zhaiboyang_L_&INN_@36_EYESQUARE2_10.bmp,1.666666667,0.74375,0.166666667,0.111111111,0.277777778,52.3,0,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_76.bmp,1.6,0.657754011,0.03125,0.1,0.13125,52.26153846,17,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391238668_2592x1944.bmp,1.666666667,0.75625,0.033333333,0.055555556,0.088888889,52.25,32,1
#Test_R_&INN_@30_PHONE_TYPE_1325376257205_2592x1944.bmp,3.6,0.780701754,0.388888889,0.4,0.788888889,52.24074074,37,-1
118_#Test_$_&INN_@30_PHONE_TYPE_1325376257205_2592x1944.bmp,3.6,0.780701754,0.388888889,0.4,0.788888889,52.24074074,37,-1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400759590_2592x1944.bmp,1.5,0.715909091,0.166666667,0.1,0.266666667,52.22413793,73,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400753644_2592x1944.bmp,1.4,0.793939394,0.154761905,0,0.154761905,52.22413793,66,1
593_#test_20170512_145601403.jpg,4.75,0.74,0.289473684,0.25,0.539473684,52.21428571,73,-1
#Test_R_&INN_@30_PHONE_TYPE_1325376269391_2592x1944.bmp,1.666666667,0.75,0.033333333,0,0.033333333,52.21428571,32,1
184_#Test_$_&INN_@30_PHONE_TYPE_1325376269391_2592x1944.bmp,1.666666667,0.75,0.033333333,0,0.033333333,52.21428571,32,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391276676_2592x1944.bmp,1.666666667,0.78125,0.162962963,0,0.162962963,52.1754386,24,1
#hulianquan_R_&INN_@42_PHONE_TYPE_1325398127907_2592x1944.bmp,1.777777778,0.705882353,0.03125,0.055555556,0.086805556,52.171875,36,1
#zhaiboyang_L_&INN_@55_PHONE_TYPE_1325400794420_2592x1944.bmp,1.555555556,0.853333333,0,0.055555556,0.055555556,52.16666667,34,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391241275_2592x1944.bmp,1.666666667,0.775,0.077777778,0.055555556,0.133333333,52.15517241,29,1
#hulianquan_R_&INN_@48_PHONE_TYPE_1325398293990_2592x1944.bmp,1.666666667,0.75,0,0,0,52.14285714,29,1
#zhaiboyang_L_&INN_@50_PHONE_TYPE_1325400732565_2592x1944.bmp,1.666666667,0.775,0.166666667,0,0.166666667,52.14285714,28,1
#yubin_R_&INN_@46_PHONE_TYPE_1325385209031_2592x1944.bmp,2.285714286,0.830882353,0.177083333,0,0.177083333,52.14285714,6,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400757771_2592x1944.bmp,1.4,0.793939394,0.05952381,0,0.05952381,52.12068966,35,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_40.bmp,1.875,0.833333333,0.3,0.125,0.425,52.12068966,-2,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391269876_2592x1944.bmp,1.666666667,0.75625,0.033333333,0,0.033333333,52.10714286,25,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_3.bmp,1.666666667,0.76875,0.033333333,0.111111111,0.144444444,52.1,55,1
#hulianquan_R_&INN_@34_EYESQUARE2_49.bmp,1.666666667,0.7625,0.033333333,0.055555556,0.088888889,52.0862069,76,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400752131_2592x1944.bmp,1.4,0.787878788,0.114285714,0,0.114285714,52.0862069,60,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391242469_2592x1944.bmp,1.666666667,0.76875,0.086666667,0,0.086666667,52.05172414,28,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_28.bmp,1.666666667,0.7625,0.15,0.111111111,0.261111111,52.0483871,0,1
#zhaiboyang_L_&INN_@54_PHONE_TYPE_1325400786556_2592x1944.bmp,1.4,0.787878788,0.035714286,0.05,0.085714286,52.03571429,84,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391218131_2592x1944.bmp,1.666666667,0.75,0,0.111111111,0.111111111,52.03571429,35,1
928_#test_20170512_145747674.jpg,4,0.53968254,0.325,0.8,1.125,52.03389831,26,-1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391277058_2592x1944.bmp,1.666666667,0.775,0.1,0.055555556,0.155555556,52.01724138,28,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_48.bmp,1.875,0.847222222,0.260606061,0.1875,0.448106061,52.01724138,23,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_30.bmp,1.875,0.847222222,0.218518519,0.125,0.343518519,52.01724138,0,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_21.bmp,1.666666667,0.75625,0.222222222,0.111111111,0.333333333,52,11,1
#yubin_R_&INN_@44_PHONE_TYPE_1325385185957_2592x1944.bmp,1.777777778,0.705882353,0,0.055555556,0.055555556,51.96774194,25,1
#hulianquan_R_&INN_@34_EYESQUARE2_48.bmp,1.666666667,0.7625,0,0.166666667,0.166666667,51.96491228,79,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391277331_2592x1944.bmp,1.666666667,0.76875,0.2,0,0.2,51.96428571,31,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_42.bmp,1.666666667,0.7625,0.188888889,0.111111111,0.3,51.9516129,0,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391246523_2592x1944.bmp,1.5,0.710227273,0.033333333,0,0.033333333,51.95081967,26,1
#lulongfei_R_&INN_@38_EYESQUARE2_20.bmp,1.666666667,0.76875,0.1,0.055555556,0.155555556,51.94827586,45,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391213211_2592x1944.bmp,1.5,0.6875,0,0.05,0.05,51.94827586,30,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_72.bmp,1.666666667,0.76875,0.3,0.111111111,0.411111111,51.93650794,-5,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400755151_2592x1944.bmp,1.4,0.781818182,0,0.05,0.05,51.92857143,70,1
#lulongfei_R_&INN_@36_EYESQUARE2_3.bmp,1.666666667,0.78125,0.066666667,0,0.066666667,51.91935484,63,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391215018_2592x1944.bmp,1.5,0.704545455,0.033333333,0,0.033333333,51.91525424,37,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400754638_2592x1944.bmp,1.4,0.787878788,0.078571429,0.05,0.128571429,51.9137931,72,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391214268_2592x1944.bmp,1.777777778,0.7,0.03125,0,0.03125,51.9137931,43,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400759307_2592x1944.bmp,1.4,0.775757576,0.035714286,0.05,0.085714286,51.89285714,47,1
#yubin_R_&INN_@46_PHONE_TYPE_1325385209233_2592x1944.bmp,1.666666667,0.7625,0.266666667,0.111111111,0.377777778,51.88333333,15,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391247453_2592x1944.bmp,1.5,0.693181818,0.033333333,0,0.033333333,51.86440678,24,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_65.bmp,1.666666667,0.7625,0.20952381,0.055555556,0.265079365,51.82258065,12,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_37.bmp,1.5,0.6875,0,0.1,0.1,51.82258065,0,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391244128_2592x1944.bmp,1.666666667,0.74375,0.033333333,0.055555556,0.088888889,51.82142857,27,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391214678_2592x1944.bmp,1.666666667,0.7625,0.116666667,0,0.116666667,51.75862069,27,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_16.bmp,1.666666667,0.7625,0.188888889,0.111111111,0.3,51.75806452,-2,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391238540_2592x1944.bmp,1.666666667,0.75625,0,0.111111111,0.111111111,51.75,33,1
#lulongfei_R_&INN_@38_EYESQUARE2_56.bmp,1.666666667,0.75,0.066666667,0.111111111,0.177777778,51.74137931,26,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391273204_2592x1944.bmp,1.666666667,0.76875,0.133333333,0,0.133333333,51.74137931,25,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391215231_2592x1944.bmp,1.666666667,0.74375,0.033333333,0.055555556,0.088888889,51.71428571,43,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391217930_2592x1944.bmp,1.666666667,0.75625,0,0,0,51.71428571,31,1
#hulianquan_R_&INN_@50_PHONE_TYPE_1325398333509_2592x1944.bmp,1.5,0.698863636,0.066666667,0.05,0.116666667,51.70689655,26,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391277777_2592x1944.bmp,1.666666667,0.75,0,0.055555556,0.055555556,51.67857143,27,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391217670_2592x1944.bmp,1.5,0.704545455,0,0.05,0.05,51.66666667,40,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_73.bmp,1.5,0.693181818,0.033333333,0.1,0.133333333,51.66129032,-4,1
451_#test_20170512_145538106.jpg,3.4,0.861111111,0.117647059,0.1,0.217647059,51.65384615,93,-1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400751777_2592x1944.bmp,1.4,0.775757576,0,0.05,0.05,51.64285714,68,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391270137_2592x1944.bmp,1.666666667,0.75625,0.16,0,0.16,51.61403509,25,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_75.bmp,1.666666667,0.75625,0.233333333,0.111111111,0.344444444,51.58730159,18,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391246321_2592x1944.bmp,1.555555556,0.826666667,0.035714286,0,0.035714286,51.57407407,31,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400756699_2592x1944.bmp,1.4,0.76969697,0.107142857,0.05,0.157142857,51.57142857,77,1
#hulianquan_R_&INN_@44_PHONE_TYPE_1325398168160_2592x1944.bmp,1.777777778,0.688235294,0,0.055555556,0.055555556,51.55,35,1
#lulongfei_R_&INN_@38_EYESQUARE2_16.bmp,1.666666667,0.75,0.066666667,0,0.066666667,51.52631579,45,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391243870_2592x1944.bmp,1.666666667,0.76875,0.09047619,0,0.09047619,51.52542373,26,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391274933_2592x1944.bmp,1.875,0.840277778,0.083333333,0.1875,0.270833333,51.49090909,24,1
526_#test_20170512_145557338.jpg,1.75,0.911111111,0.178571429,0.125,0.303571429,51.46153846,39,-1
#zhaiboyang_L_&INN_@36_EYESQUARE2_11.bmp,1.666666667,0.7625,0.266666667,0.166666667,0.433333333,51.46031746,-6,1
#yubin_R_&INN_@42_PHONE_TYPE_1325385120445_2592x1944.bmp,2.125,0.691358025,0.558823529,0.0625,0.621323529,51.44776119,46,1
#hulianquan_R_&INN_@42_PHONE_TYPE_1325398131648_2592x1944.bmp,1.777777778,0.682352941,0.03125,0.055555556,0.086805556,51.4375,42,1
#hulianquan_R_&INN_@34_EYESQUARE2_60.bmp,1.666666667,0.75625,0.066666667,0,0.066666667,51.43333333,83,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400762781_2592x1944.bmp,1.4,0.775757576,0,0,0,51.42857143,75,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400759443_2592x1944.bmp,1.4,0.76969697,0.178571429,0,0.178571429,51.42857143,33,1
#hulianquan_R_&INN_@48_PHONE_TYPE_1325398296982_2592x1944.bmp,1.666666667,0.7375,0,0.055555556,0.055555556,51.42857143,23,1
#yubin_R_&INN_@46_PHONE_TYPE_1325385210370_2592x1944.bmp,1.777777778,0.7,0,0.055555556,0.055555556,51.42857143,18,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_39.bmp,1.666666667,0.75,0.033333333,0.055555556,0.088888889,51.42622951,-1,1
670_#test_20170512_145606922.jpg,2.833333333,0.793650794,0.235294118,0.333333333,0.568627451,51.42592593,56,-1
#zhaiboyang_L_&INN_@36_EYESQUARE2_84.bmp,1.666666667,0.75,0.566666667,0,0.566666667,51.40983607,-4,1
#lulongfei_R_&INN_@38_EYESQUARE2_46.bmp,1.875,0.819444444,0.095238095,0.0625,0.157738095,51.40350877,22,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_20.bmp,1.875,0.833333333,0.224242424,0.125,0.349242424,51.39655172,-1,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_32.bmp,1.666666667,0.75,0.066666667,0.055555556,0.122222222,51.39344262,4,1
456_#test_20170512_145538378.jpg,1.666666667,0.725,0.533333333,0.555555556,1.088888889,51.39285714,57,-1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391212407_2592x1944.bmp,1.666666667,0.7375,0.033333333,0,0.033333333,51.39285714,35,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400759120_2592x1944.bmp,1.555555556,0.833333333,0.107142857,0.055555556,0.162698413,51.38888889,37,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_19.bmp,1.875,0.826388889,0.251851852,0.125,0.376851852,51.36206897,45,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_15.bmp,1.875,0.826388889,0.251851852,0.125,0.376851852,51.36206897,0,1
#lulongfei_R_&INN_@52_PHONE_TYPE_1325391237520_2592x1944.bmp,1.666666667,0.7625,0.153333333,0.055555556,0.208888889,51.3559322,29,1
#hulianquan_R_&INN_@44_PHONE_TYPE_1325398165490_2592x1944.bmp,1.777777778,0.682352941,0,0.111111111,0.111111111,51.35,32,1
#hulianquan_R_&INN_@34_EYESQUARE2_62.bmp,1.666666667,0.75625,0.033333333,0.055555556,0.088888889,51.33870968,71,1
#zhaiboyang_L_&INN_@48_PHONE_TYPE_1325400709123_2592x1944.bmp,1.363636364,0.630208333,0.033333333,0.045454545,0.078787879,51.33870968,51,1
#zhaiboyang_L_&INN_@36_EYESQUARE2_13.bmp,1.666666667,0.75625,0.333333333,0.111111111,0.444444444,51.33870968,-6,1
#yubin_R_&INN_@44_PHONE_TYPE_1325385168804_2592x1944.bmp,1.777777778,0.682352941,0.03125,0.111111111,0.142361111,51.33333333,21,1
#hulianquan_R_&INN_@50_PHONE_TYPE_1325398329970_2592x1944.bmp,1.666666667,0.75625,0,0.055555556,0.055555556,51.29824561,31,1
528_#test_20170512_145557402.jpg,3.4,0.851851852,0.147058824,0.3,0.447058824,51.26923077,70,-1
#Test_R_&INN_@30_PHONE_TYPE_1325376240504_2592x1944.bmp,2.666666667,0.899159664,0,0,0,51.26923077,39,-1
14_#Test_$_&INN_@30_PHONE_TYPE_1325376240504_2592x1944.bmp,2.666666667,0.899159664,0,0,0,51.26923077,39,-1
#hulianquan_L_&INN_@52_PHONE_TYPE_1325398356186_2592x1944.bmp,1.75,0.911111111,0,0,0,51.26923077,19,1
#hulianquan_R_&INN_@34_EYESQUARE2_46.bmp,1.666666667,0.7625,0,0.055555556,0.055555556,51.26666667,67,1
#lulongfei_R_&INN_@38_EYESQUARE2_44.bmp,1.875,0.826388889,0.133333333,0.0625,0.195833333,51.26315789,24,1
#zhaiboyang_L_&INN_@52_PHONE_TYPE_1325400765371_2592x1944.bmp,1.4,0.775757576,0.095238095,0.05,0.145238095,51.25862069,82,1
#yubin_R_&INN_@44_PHONE_TYPE_1325385176044_2592x1944.bmp,1.777777778,0.7,0.1375,0.055555556,0.193055556,51.24615385,8,1
#lulongfei_R_&INN_@38_EYESQUARE2_50.bmp,1.875,0.826388889,0.155555556,0.0625,0.218055556,51.21428571,29,1
#yubin_R_&INN_@30_EYESQUARE2_14.bmp,1.3,0.837662338,0,0.038461538,0.038461538,51.2037037,108,1
#lulongfei_R_&INN_@36_EYESQUARE2_7.bmp,1.666666667,0.75625,0.033333333,0,0.033333333,51.19047619,54,1
#lulongfei_R_&INN_@54_PHONE_TYPE_1325391266421_2592x1944.bmp,1.666666667,0.7625,0.1,0,0.1,51.18965517,12,1
#yubin_R_&INN_@30_EYESQUARE2_11.bmp,1.181818182,0.773809524,0.045454545,0.038461538,0.083916084,51.17857143,29,1
#yubin_R_&INN_@36_EYESQUARE2_37.bmp,1.875,0.826388889,0.133333333,0.125,0.258333333,51.15517241,66,1
#hulianquan_R_&INN_@48_PHONE_TYPE_1325398292991_2592x1944.bmp,1.666666667,0.75,0,0,0,51.15517241,34,1
#lulongfei_R_&INN_@50_PHONE_TYPE_1325391204153_2592x1944.bmp,1.666666667,0.73125,0,0.111111111,0.111111111,51.15517241,33,1
#lulongfei_R_&INN_@38_EYESQUARE2_42.bmp,1.875,0.819444444,0.281818182,0.125,0.406818182,51.14035088,26,1
